Королёв,Василий,Васильевич,50,мужской
Орлов,Дмитpий,Платонович,60,мужской
Степанова,Александра,Вячеславовна,58,женский
Белова,Таисия,Анатольевна,25,женский
Орлов,Григорий,Николаевич,50,мужской
Пономарёва,Яна,Олеговна,30,женский
Киселёв,Юрий,Назарович,39,мужской
Кузьмина,Полина,Яковлевна,49,женский
Морозова,Галина,Антоновна,37,женский
Смирнов,Владимир,Эдуардович,34,мужской
Цветкова,Надежда,Даниловна,31,женский
Сидоров,Дмитpий,Борисович,41,мужской
Осипова,Кристина,Филипповна,46,женский
Цветкова,Дарья,Аркадьевна,35,женский
Титов,Семен,Гаврилович,40,мужской
Королёва,Клавдия,Леонидовна,32,женский
Фёдорова,Эльвира,Тарасовна,54,женский
Сергеева,Кира,Борисовна,32,женский
Кудрявцев,Денис,Семенович,51,мужской
Жукова,Юлиана,Вячеславовна,53,женский
Михайлова,Нина,Викторовна,42,женский
Комаров,Максим,Валентинович,43,мужской
Рябов,Григорий,Федорович,58,мужской
Никитина,Оксана,Игоревна,33,женский
Макарова,Анна,Аркадьевна,41,женский
Лазарев,Вадим,Родионович,53,мужской
Цветков,Геннадий,Вадимович,54,мужской
Виноградова,Олеся,Платоновна,22,женский
Алексеев,Владимир,Борисович,50,мужской
Белов,Борислав,Савельевич,38,мужской
Соловьёв,Анатолий,Ярославович,56,мужской
Зайцева,Юлиана,Анатольевна,22,женский
Тарасова,Екатерина,Александровна,50,женский
Герасимов,Дмитpий,Вадимович,30,мужской
Данилов,Степан,Павлович,21,мужской
Андреева,Екатерина,Геннадиевна,24,женский
Воробьёва,Полина,Ивановна,39,женский
Кузнецова,Мария,Робертовна,33,женский
Богданов,Антон,Степанович,34,мужской
Богданова,Валентина,Львовна,53,женский
Морозова,Евгения,Геннадиевна,44,женский
Сидорова,Нина,Платоновна,25,женский
Белова,Людмила,Богдановна,28,женский
Григорьев,Алексей,Макарович,25,мужской
Смирнов,Игорь,Тимофеевич,35,мужской
Максимов,Денис,Денисович,54,мужской
Тарасова,Людмила,Геннадиевна,22,женский
Смирнова,Наталья,Филипповна,39,женский
Сорокина,Валентина,Валериевна,60,женский
Борисова,Наталья,Ивановна,31,женский
Козлов,Виктор,Данилович,31,мужской
Орлова,Анастасия,Семеновна,34,женский
Попова,Алла,Федоровна,45,женский
Киселёва,Светлана,Филипповна,42,женский
Павлова,Тамара,Игоревна,33,женский
Борисова,Лидия,Максимовна,43,женский
Кудрявцев,Михаил,Эдуардович,40,мужской
Осипова,Кира,Алексеевна,36,женский
Пономарёв,Игорь,Михайлович,36,мужской
Воробьёв,Борислав,Кириллович,29,мужской
Смирнов,Валерий,Ильич,25,мужской
Иванов,Станислав,Александрович,36,мужской
Иванов,Денис,Юрьевич,36,мужской
Фёдорова,Любовь,Михайловна,53,женский
Захаров,Валентин,Васильевич,23,мужской
Кузьмин,Александр,Юрьевич,20,мужской
Королёва,Полина,Игоревна,37,женский
Фролова,Галина,Богдановна,33,женский
Зайцева,Юлия,Семеновна,41,женский
Григорьев,Владимир,Викторович,42,мужской
Ковалёва,Кристина,Степановна,46,женский
Захарова,Надежда,Владиславовна,55,женский
Макарова,Алла,Анатольевна,51,женский
Баранов,Михаил,Евгеньевич,32,мужской
Семёнова,Оксана,Валериевна,47,женский
Захаров,Виталий,Степанович,55,мужской
Лебедева,Марина,Степановна,39,женский
Фролов,Денис,Павлович,53,мужской
Морозов,Вячеслав,Иосифович,38,мужской
Осипова,Кристина,Матвеевна,50,женский
Виноградова,Тамара,Романовна,38,женский
Романов,Юрий,Робертович,38,мужской
Фролов,Семен,Аркадьевич,56,мужской
Иванова,Галина,Валериевна,39,женский
Цветков,Геннадий,Леонидович,24,мужской
Белова,Кристина,Сергеевна,49,женский
Герасимова,Евгения,Николаевна,23,женский
Осипов,Сергей,Филиппович,49,мужской
Цветкова,Алина,Робертовна,36,женский
Ершов,Андрей,Антонович,51,мужской
Новикова,Ксения,Евгеньевна,54,женский
Лебедев,Виталий,Артемович,23,мужской
Яковлев,Виктор,Алексеевич,42,мужской
Гусева,Наталья,Ивановна,37,женский
Беляев,Денис,Олегович,60,мужской
Голубев,Евгений,Семенович,43,мужской
Соколов,Денис,Тихонович,24,мужской
Голубев,Степан,Петрович,58,мужской
Макарова,Наталья,Степановна,38,женский
Захаров,Дмитpий,Всеволодович,25,мужской
Баранов,Кирилл,Константинович,35,мужской
Алексеев,Григорий,Станиславович,30,мужской
Орлов,Валерий,Корнеевич,50,мужской
Данилов,Александр,Федорович,58,мужской
Иванов,Артем,Станиславович,60,мужской
Фролов,Федор,Ефимович,29,мужской
Жуков,Анатолий,Петрович,59,мужской
Богданова,Юлия,Ивановна,59,женский
Андреева,Дарья,Аркадьевна,20,женский
Белоусов,Анатолий,Филиппович,22,мужской
Степанов,Виталий,Леонидович,53,мужской
Соловьёв,Андрей,Иосифович,53,мужской
Орлов,Алексей,Митрофанович,39,мужской
Новикова,Людмила,Афанасьевна,52,женский
Ильина,Антонина,Алексеевна,60,женский
Козлова,Мария,Иосифовна,28,женский
Соколова,Ольга,Филипповна,35,женский
Беляев,Кирилл,Аркадьевич,53,мужской
Соколова,Евгения,Валентиновна,32,женский
Михайлова,Татьяна,Николаевна,36,женский
Титов,Василий,Ефимович,22,мужской
Петров,Василий,Наумович,56,мужской
Сорокина,Ксения,Егоровна,60,женский
Сорокина,Алина,Федоровна,29,женский
Новиков,Алексей,Васильевич,40,мужской
Смирнова,Виктория,Станиславовна,30,женский
Герасимов,Олег,Ярославович,45,мужской
Борисов,Дмитpий,Львович,46,мужской
Ильин,Игорь,Владимирович,34,мужской
Комаров,Семен,Тихонович,20,мужской
Павлова,Ольга,Анатольевна,40,женский
Кудрявцев,Денис,Макарович,28,мужской
Андреева,Лидия,Егоровна,43,женский
Беляева,Антонина,Григорьевна,44,женский
Кудрявцев,Степан,Леонидович,26,мужской
Никитина,Карина,Максимовна,45,женский
Фёдоров,Евгений,Тихонович,33,мужской
Поляков,Степан,Кириллович,31,мужской
Ковалёва,Ксения,Алексеевна,29,женский
Соколова,Валентина,Егоровна,36,женский
Соловьёв,Евгений,Григорьевич,43,мужской
Осипова,Виктория,Владимировна,23,женский
Лебедева,Татьяна,Тарасовна,25,женский
Зайцева,Таисия,Робертовна,36,женский
Воробьёв,Даниил,Афанасьевич,35,мужской
Ильин,Александр,Вячеславович,57,мужской
Романов,Григорий,Геннадиевич,32,мужской
Григорьева,Антонина,Антоновна,20,женский
Фролов,Геннадий,Игоревич,58,мужской
Кузнецова,Карина,Егоровна,40,женский
Козлова,Ольга,Даниловна,40,женский
Виноградов,Григорий,Николаевич,57,мужской
Беляева,Маргарита,Валентиновна,27,женский
Лазарев,Семен,Максимович,33,мужской
Максимова,Кристина,Викторовна,56,женский
Петров,Максим,Феликсович,54,мужской
Козлов,Степан,Вячеславович,46,мужской
Андреева,Алла,Федоровна,40,женский
Комарова,Анжела,Вячеславовна,24,женский
Тарасов,Игорь,Всеволодович,60,мужской
Новиков,Артем,Дмитриевич,59,мужской
Семёнов,Олег,Арсеньевич,21,мужской
Смирнов,Иван,Артемович,28,мужской
Жукова,Людмила,Георгиевна,53,женский
Волков,Даниил,Юрьевич,28,мужской
Волкова,Оксана,Владимировна,28,женский
Воробьёв,Семен,Евгеньевич,50,мужской
Кузнецова,Дарья,Фелuксовна,52,женский
Титов,Вадим,Яковлевич,30,мужской
Королёв,Борислав,Станиславович,59,мужской
Андреева,Нина,Валериевна,46,женский
Воробьёва,Вероника,Алексеевна,34,женский
Тарасов,Семен,Давыдович,35,мужской
Сергеев,Вячеслав,Леонидович,54,мужской
Волков,Михаил,Антонович,25,мужской
Васильев,Николай,Антонович,25,мужской
Иванова,Мария,Ильинична,41,женский
Борисов,Илья,Яковлевич,28,мужской
Королёва,Евгения,Викторовна,45,женский
Ильина,Тамара,Юрьевна,41,женский
Павлова,Евгения,Романовна,52,женский
Цветков,Андрей,Степанович,21,мужской
Яковлева,Дарья,Викторовна,49,женский
Романов,Артем,Игоревич,47,мужской
Куликова,Марина,Яковлевна,37,женский
Зайцева,Дарья,Игоревна,58,женский
Захарова,Клавдия,Александровна,23,женский
Фролова,Анастасия,Богдановна,56,женский
Ковалёв,Артем,Григорьевич,58,мужской
Орлов,Антон,Анатольевич,46,мужской
Поляков,Николай,Тихонович,20,мужской
Волкова,Екатерина,Платоновна,39,женский
Максимова,Наталья,Львовна,52,женский
Романова,Людмила,Георгиевна,56,женский
Ершова,Мария,Богдановна,43,женский
Тарасов,Алексей,Юрьевич,53,мужской
Королёва,Наталья,Фелuксовна,23,женский
Морозов,Василий,Богданович,42,мужской
Павлов,Вадим,Андреевич,55,мужской
Цветкова,Эльвира,Николаевна,22,женский
Макаров,Михаил,Корнеевич,53,мужской
Поляков,Виктор,Данилович,41,мужской
Попова,Лидия,Владимировна,47,женский
Крылов,Александр,Егорович,22,мужской
Медведев,Аркадий,Валентинович,53,мужской
Кузьмин,Анатолий,Андреевич,52,мужской
Осипова,Марина,Анатольевна,35,женский
Павлов,Виктор,Григорьевич,51,мужской
Белоусова,Оксана,Георгиевна,41,женский
Григорьев,Александр,Дмитриевич,29,мужской
Морозов,Геннадий,Тарасович,20,мужской
Зайцева,Эльвира,Борисовна,59,женский
Воробьёва,Оксана,Даниловна,31,женский
Ильин,Лев,Емельянович,26,мужской
Никитин,Федор,Ефимович,48,мужской
Степанова,Татьяна,Егоровна,29,женский
Лазарев,Егор,Валериевич,53,мужской
Белоусов,Александр,Егорович,46,мужской
Яковлев,Дмитpий,Артемович,26,мужской
Поляков,Дмитpий,Платонович,36,мужской
Макарова,Ксения,Григорьевна,23,женский
Тарасов,Лев,Всеволодович,28,мужской
Попова,Надежда,Семеновна,24,женский
Голубев,Денис,Алексеевич,23,мужской
Данилова,Кристина,Игоревна,36,женский
Комаров,Владимир,Гаврилович,21,мужской
Ильина,Ксения,Валериевна,25,женский
Гусев,Анатолий,Арсеньевич,46,мужской
Богданов,Семен,Леонидович,39,мужской
Белоусов,Федор,Витальевич,51,мужской
Семёнов,Виталий,Всеволодович,55,мужской
Медведев,Иван,Семенович,53,мужской
Макаров,Владимир,Семенович,52,мужской
Макаров,Михаил,Николаевич,29,мужской
Кудрявцев,Михаил,Иванович,24,мужской
Соловьёв,Виталий,Валериевич,54,мужской
Михайлов,Вадим,Артемович,32,мужской
Григорьева,Надежда,Арсеньевна,30,женский
Сергеев,Борислав,Тимофеевич,46,мужской
Ершов,Александр,Родионович,36,мужской
Орлова,Елена,Афанасьевна,33,женский
Васильева,Валерия,Тарасовна,51,женский
Лебедева,Дарья,Александровна,20,женский
Рябов,Геннадий,Григорьевич,36,мужской
Голубев,Валентин,Иосифович,22,мужской
Григорьева,Лидия,Матвеевна,46,женский
Павлова,Тамара,Даниловна,31,женский
Макарова,Людмила,Константиновна,51,женский
Белова,Полина,Александровна,36,женский
Белоусов,Валерий,Васильевич,24,мужской
Морозов,Алексей,Емельянович,23,мужской
Титова,Ольга,Анатольевна,45,женский
Иванов,Андрей,Митрофанович,50,мужской
Герасимова,Вероника,Владиславовна,33,женский
Соловьёв,Федор,Антонович,31,мужской
Тарасов,Вадим,Антонович,26,мужской
Рябова,Клавдия,Ивановна,39,женский
Романова,Кира,Сергеевна,36,женский
Никитин,Егор,Константинович,52,мужской
Пономарёв,Георгий,Викторович,47,мужской
Алексеева,Наталья,Тарасовна,49,женский
Медведева,Таисия,Владиславовна,28,женский
Фролов,Степан,Савельевич,39,мужской
Николаева,Олеся,Ефимовна,29,женский
Лебедева,Маргарита,Максимовна,24,женский
Смирнов,Борислав,Кириллович,43,мужской
Беляева,Антонина,Семеновна,52,женский
Васильева,Светлана,Дмитриевна,54,женский
Ильин,Виталий,Александрович,29,мужской
Никитина,Юлиана,Семеновна,58,женский
Фёдоров,Валерий,Гаврилович,21,мужской
Куликова,Юлия,Валентиновна,44,женский
Богданов,Федор,Романович,26,мужской
Захаров,Вадим,Ефимович,40,мужской
Белоусов,Виталий,Анатольевич,56,мужской
Семёнова,Лидия,Васильевна,37,женский
Захаров,Валентин,Александрович,34,мужской
Фёдорова,Анна,Робертовна,20,женский
Романов,Михаил,Денисович,59,мужской
Павлова,Татьяна,Аркадьевна,59,женский
Комарова,Яна,Матвеевна,31,женский
Михайлов,Евгений,Филиппович,55,мужской
Соколов,Федор,Афанасьевич,20,мужской
Беляева,Антонина,Максимовна,34,женский
Гусев,Олег,Максимович,22,мужской
Богданов,Евгений,Эдуардович,24,мужской
Королёва,Надежда,Робертовна,24,женский
Белова,Яна,Ярославовна,52,женский
Журавлёва,Анжела,Григорьевна,27,женский
Белов,Игорь,Васильевич,36,мужской
Соболев,Борислав,Константинович,59,мужской
Осипов,Семен,Богданович,38,мужской
Белов,Валентин,Семенович,58,мужской
Кузнецов,Даниил,Корнеевич,54,мужской
Голубев,Лев,Валентинович,59,мужской
Волков,Олег,Игоревич,55,мужской
Виноградов,Илья,Гаврилович,23,мужской
Ершова,Светлана,Матвеевна,41,женский
Соболев,Георгий,Игоревич,45,мужской
Фролов,Дмитpий,Филиппович,57,мужской
Белов,Виталий,Георгиевич,34,мужской
Васильев,Семен,Артемович,36,мужской
Степанов,Василий,Макарович,40,мужской
Цветкова,Анастасия,Антоновна,30,женский
Пономарёв,Вадим,Корнеевич,24,мужской
Голубева,Любовь,Алексеевна,38,женский
Крылова,Светлана,Викторовна,32,женский
Гусев,Евгений,Станиславович,42,мужской
Богданова,Нина,Тимофеевна,49,женский
Осипов,Лев,Семенович,52,мужской
Куликов,Валерий,Афанасьевич,46,мужской
Волков,Федор,Назарович,32,мужской
Фролов,Максим,Константинович,53,мужской
Семёнова,Тамара,Станиславовна,33,женский
Белоусова,Ольга,Андреевна,25,женский
Королёва,Светлана,Степановна,54,женский
Захарова,Анжела,Владимировна,48,женский
Пономарёв,Евгений,Эдуардович,54,мужской
Ильина,Яна,Дмитриевна,41,женский
Морозов,Максим,Валериевич,52,мужской
Фролов,Алексей,Семенович,58,мужской
Тарасов,Дмитpий,Егорович,33,мужской
Ершова,Наталья,Романовна,54,женский
Куликов,Михаил,Кириллович,49,мужской
Тарасов,Лев,Валериевич,31,мужской
Крылов,Дмитpий,Олегович,34,мужской
Павлова,Яна,Владимировна,47,женский
Цветков,Александр,Степанович,52,мужской
Попов,Артем,Глебович,40,мужской
Тарасова,Антонина,Евгеньевна,41,женский
Белов,Вадим,Евгеньевич,40,мужской
Медведева,Кристина,Валериевна,58,женский
Королёва,Маргарита,Яковлевна,22,женский
Голубев,Валерий,Леонидович,28,мужской
Соколова,Ксения,Тимофеевна,23,женский
Киселёва,Светлана,Филипповна,49,женский
Данилов,Григорий,Яковлевич,43,мужской
Богданов,Олег,Феликсович,35,мужской
Никитин,Федор,Феликсович,31,мужской
Михайлов,Максим,Федорович,32,мужской
Королёва,Карина,Вячеславовна,59,женский
Борисов,Федор,Артемович,54,мужской
Иванова,Алла,Анатольевна,58,женский
Кудрявцева,Карина,Антоновна,59,женский
Павлова,Алина,Станиславовна,46,женский
Михайлова,Яна,Егоровна,59,женский
Павлова,Полина,Антоновна,52,женский
Фролова,Людмила,Андреевна,36,женский
Осипов,Сергей,Гаврилович,48,мужской
Павлов,Сергей,Романович,29,мужской
Попов,Артем,Савельевич,46,мужской
Орлов,Виктор,Павлович,29,мужской
Петров,Дмитpий,Платонович,56,мужской
Алексеева,Светлана,Робертовна,37,женский
Цветков,Виктор,Анатольевич,57,мужской
Королёва,Таисия,Яковлевна,20,женский
Соловьёв,Николай,Наумович,20,мужской
Соколова,Екатерина,Константиновна,34,женский
Морозова,Ольга,Павловна,23,женский
Попов,Антон,Степанович,50,мужской
Лазарев,Валентин,Николаевич,34,мужской
Зайцева,Олеся,Анатольевна,60,женский
Козлов,Виталий,Емельянович,34,мужской
Никитина,Екатерина,Федоровна,38,женский
Цветков,Владимир,Гаврилович,33,мужской
Герасимова,Елизавета,Арсеньевна,31,женский
Ковалёв,Никита,Степанович,30,мужской
Полякова,Ольга,Ильинична,33,женский
Сергеева,Лидия,Филипповна,27,женский
Павлов,Виталий,Филиппович,49,мужской
Цветков,Вячеслав,Афанасьевич,30,мужской
Медведев,Станислав,Дмитриевич,33,мужской
Белоусова,Юлиана,Ильинична,57,женский
Воробьёв,Денис,Леонидович,37,мужской
Гусева,Карина,Владимировна,50,женский
Фёдорова,Виктория,Ефимовна,34,женский
Соловьёва,Виктория,Ивановна,21,женский
Ершова,Клавдия,Константиновна,21,женский
Новиков,Вадим,Феликсович,39,мужской
Белова,Нина,Эдуардовна,51,женский
Королёв,Егор,Давыдович,55,мужской
Королёв,Федор,Геннадиевич,53,мужской
Лебедев,Виталий,Романович,53,мужской
Козлов,Артем,Филиппович,43,мужской
Титова,Оксана,Игоревна,34,женский
Сорокина,Яна,Станиславовна,60,женский
Козлов,Геннадий,Викторович,52,мужской
Новиков,Валерий,Юрьевич,32,мужской
Рябова,Клавдия,Георгиевна,34,женский
Яковлев,Василий,Емельянович,25,мужской
Баранов,Валентин,Матвеевич,39,мужской
Крылов,Денис,Всеволодович,52,мужской
Романова,Людмила,Ярославовна,57,женский
Зайцева,Кира,Ильинична,39,женский
Цветков,Вадим,Артемович,20,мужской
Козлов,Денис,Анатольевич,58,мужской
Голубева,Антонина,Семеновна,59,женский
Жукова,Анна,Ивановна,23,женский
Соколов,Олег,Аркадьевич,47,мужской
Волков,Станислав,Тихонович,41,мужской
Соболев,Валентин,Кириллович,50,мужской
Жуков,Даниил,Глебович,48,мужской
Смирнова,Екатерина,Семеновна,25,женский
Цветков,Борислав,Эдуардович,59,мужской
Богданова,Любовь,Федоровна,44,женский
Воробьёв,Владимир,Ефимович,55,мужской
Осипова,Елена,Михайловна,44,женский
Богданов,Григорий,Станиславович,60,мужской
Лазарева,Лидия,Робертовна,46,женский
Белова,Любовь,Григорьевна,23,женский
Осипов,Игорь,Артемович,45,мужской
Андреев,Вадим,Яковлевич,30,мужской
Яковлев,Дмитpий,Антонович,26,мужской
Новикова,Светлана,Тимофеевна,50,женский
Николаев,Максим,Егорович,55,мужской
Тарасова,Дарья,Дмитриевна,26,женский
Фролова,Светлана,Максимовна,25,женский
Кузнецова,Анна,Станиславовна,56,женский
Кузнецова,Валентина,Яковлевна,42,женский
Гусева,Светлана,Леонидовна,60,женский
Киселёва,Кристина,Сергеевна,25,женский
Куликов,Вячеслав,Михайлович,22,мужской
Романов,Вадим,Александрович,37,мужской
Макаров,Артем,Геннадиевич,45,мужской
Соболева,Оксана,Владимировна,36,женский
Новикова,Лидия,Робертовна,31,женский
Николаева,Кира,Константиновна,35,женский
Сергеева,Вероника,Богдановна,20,женский
Новиков,Семен,Ярославович,47,мужской
Андреев,Кирилл,Викторович,27,мужской
Смирнов,Юрий,Витальевич,36,мужской
Цветкова,Анна,Евгеньевна,55,женский
Смирнов,Валентин,Платонович,25,мужской
Рябова,Вероника,Яковлевна,58,женский
Кудрявцев,Антон,Максимович,40,мужской
Иванов,Семен,Евгеньевич,39,мужской
Осипова,Тамара,Викторовна,23,женский
Максимов,Аркадий,Юрьевич,49,мужской
Журавлёв,Федор,Иосифович,54,мужской
Иванова,Анастасия,Григорьевна,34,женский
Рябов,Аркадий,Филиппович,32,мужской
Воробьёв,Станислав,Александрович,53,мужской
Комарова,Эльвира,Петровна,41,женский
Морозов,Даниил,Данилович,20,мужской
Соболева,Елена,Егоровна,39,женский
Медведева,Светлана,Федоровна,25,женский
Королёв,Евгений,Валентинович,20,мужской
Сорокин,Максим,Ярославович,47,мужской
Степанов,Борислав,Алексеевич,27,мужской
Макаров,Алексей,Георгиевич,33,мужской
Сидоров,Степан,Тарасович,38,мужской
Цветкова,Любовь,Борисовна,46,женский
Титова,Александра,Арсеньевна,55,женский
Смирнова,Анастасия,Ярославовна,51,женский
Сидорова,Галина,Станиславовна,59,женский
Виноградова,Алла,Тарасовна,33,женский
Николаев,Артем,Матвеевич,54,мужской
Никитина,Валентина,Егоровна,49,женский
Волкова,Галина,Васильевна,50,женский
Никитина,Екатерина,Степановна,50,женский
Цветков,Иван,Филиппович,50,мужской
Жуков,Иван,Станиславович,21,мужской
Жуков,Николай,Станиславович,25,мужской
Ершов,Степан,Константинович,50,мужской
Куликов,Илья,Валериевич,27,мужской
Белоусова,Олеся,Сергеевна,44,женский
Попов,Василий,Тарасович,48,мужской
Тарасова,Оксана,Викторовна,59,женский
Беляев,Геннадий,Евгеньевич,33,мужской
Беляев,Евгений,Геннадиевич,34,мужской
Андреева,Татьяна,Федоровна,44,женский
Поляков,Виталий,Сергеевич,58,мужской
Гусева,Вероника,Викторовна,26,женский
Фёдоров,Федор,Макарович,56,мужской
Максимова,Екатерина,Валериевна,59,женский
Соколов,Олег,Ярославович,23,мужской
Степанова,Антонина,Вячеславовна,52,женский
Борисов,Лев,Григорьевич,27,мужской
Жукова,Татьяна,Семеновна,43,женский
Куликов,Семен,Давыдович,46,мужской
Борисов,Аркадий,Алексеевич,50,мужской
Беляева,Ксения,Максимовна,32,женский
Максимова,Тамара,Иосифовна,37,женский
Поляков,Артем,Савельевич,20,мужской
Соболев,Николай,Маркович,60,мужской
Соколов,Кирилл,Тимофеевич,54,мужской
Гусев,Анатолий,Данилович,36,мужской
Ковалёва,Вероника,Владимировна,51,женский
Воробьёва,Мария,Викторовна,35,женский
Герасимов,Вячеслав,Иванович,38,мужской
Виноградова,Елизавета,Ильинична,60,женский
